,full_address,neighborhood,nid,sale_price,prediction,difference,shap
1460,"348 Madison St, San Francisco, CA 94134",10 - Portola,10060,1807000,1678158,-128841,Pros: 1) year_sold = 2018 2) baths = 3.5 3) park_leased = ONST  Cons: 1) latitude = 37.724808 2) comp_price = 1538916 3) street_name = Madison 
1461,"173 Gambier St, San Francisco, CA 94134-1022",10 - Portola,10060,1150000,1228853,78853,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 10060  Cons: 1) comp_price = 1115957 2) baths = 1.0 3) latitude = 37.72722 
1462,"3537 23rd St, San Francisco, CA 94110",5 - Noe Valley,5030,2105000,2636289,531289,Pros: 1) comp_price = 3020525 2) year_sold = 2018 3) park_leased = ONST  Cons: 1) view_count = 1 2) nid = 5030 3) elevation = 94.89 
1463,"218 Gambier St, San Francisco, CA 94134",10 - Portola,10060,1716000,1844690,128690,Pros: 1) year_sold = 2018 2) baths = 4.5 3) park_leased = ONST  Cons: 1) latitude = 37.726574 2) rooms = 8.5 3) street_name = Gambier 
1464,"215 Gambier St, San Francisco, CA 94134",10 - Portola,10060,1125000,1266471,141471,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 10060  Cons: 1) comp_price = 1286648 2) baths = 1.0 3) latitude = 37.726616 
1465,"22 Stoneybrook Ave, San Francisco, CA 94112-1649",10 - Excelsior,10030,900000,959846,59846,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 10030  Cons: 1) comp_price = 707666 2) baths = 1.0 3) latitude = 37.730579999999996 
1466,"839 North Point St, San Francisco, CA 94109",8 - Russian Hill,8050,3745000,4288339,543339,Pros: 1) comp_price = 5069789 2) year_sold = 2018 3) latitude = 37.80555  Cons: 1) rooms = 9.0 2) beds = 5 3) street_name = North Point 
1467,"252 Richland Ave, San Francisco, CA 94110",9 - Bernal Heights,9010,1452000,1418581,-33418,Pros: 1) year_sold = 2018 2) nid = 9010 3) longitude = -122.42158  Cons: 1) park_leased = 0 2) comp_price = 1562577 3) street_name = Richland 
1468,"75 Santa Marina St, San Francisco, CA 94110",9 - Bernal Heights,9010,1303000,1093458,-209541,Pros: 1) year_sold = 2018 2) nid = 9010 3) longitude = -122.42158  Cons: 1) comp_price = 1377403 2) lot_sf = 1250.0 3) baths = 1.0 
1469,"131 Gladstone Dr, San Francisco, CA 94112",10 - Excelsior,10030,915000,1217468,302468,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 10030  Cons: 1) comp_price = 1060422 2) latitude = 37.7293 3) street_name = Gladstone 
1470,"131 Gladstone Dr, San Francisco, CA 94112-1634",10 - Excelsior,10030,1275000,1515356,240356,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 10030  Cons: 1) comp_price = 1446719 2) latitude = 37.7293 3) street_name = Gladstone 
1471,"168 Parque Dr, San Francisco, CA 94134",10 - Visitacion Valley,10050,895000,910638,15638,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 10050  Cons: 1) comp_price = 762566 2) latitude = 37.710224 3) baths = 1.25 
1472,"92 Santa Marina St, San Francisco, CA 94110",9 - Bernal Heights,9010,1711000,1438071,-272928,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 9010  Cons: 1) comp_price = 1235389 2) street_name = Santa Marina 3) sf = 1125 
1473,"121 Gladstone Dr, San Francisco, CA 94112",10 - Excelsior,10030,906099,1014005,107906,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 10030  Cons: 1) comp_price = 689567 2) baths = 1.0 3) latitude = 37.72932 
1474,"165 Crescent Ave, San Francisco, CA 94110",9 - Bernal Heights,9010,875130,886239,11109,Pros: 1) year_sold = 2018 2) beds = 1 3) rooms = 4.0  Cons: 1) comp_price = 712669 2) baths = 1.0 3) sf = 560 
1475,"160 Harvard St, San Francisco, CA 94134",10 - Portola,10060,1275000,1233532,-41467,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 10060  Cons: 1) comp_price = 1034850 2) baths = 1.0 3) latitude = 37.727592 
1476,"26 Stoneyford Ave, San Francisco, CA 94112",10 - Excelsior,10030,1075000,1022093,-52906,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 10030  Cons: 1) comp_price = 750147 2) baths = 1.0 3) latitude = 37.730713 
1477,"61 Carrizal St, San Francisco, CA 94134",10 - Visitacion Valley,10050,830000,1034622,204622,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 10050  Cons: 1) comp_price = 828333 2) latitude = 37.709152 3) street_name = Carrizal 
1478,"100 Oxford, San Francisco, CA 94134",10 - Portola,10060,1300000,1204740,-95259,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 10060  Cons: 1) comp_price = 972394 2) latitude = 37.72846 3) baths = 1.5 
1479,"21 Gladstone Dr, San Francisco, CA 94112",10 - Excelsior,10030,1000000,1057023,57023,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 10030  Cons: 1) comp_price = 750147 2) baths = 1.0 3) latitude = 37.730946 
1480,"300 Richland, San Francisco, CA 94110",9 - Bernal Heights,9010,1450000,1396478,-53521,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 9010  Cons: 1) baths = 1.0 2) comp_price = 1505700 3) rooms = 8.0 
1481,"39 Arnold Ave, San Francisco, CA 94110",9 - Bernal Heights,9010,1875000,2070109,195109,Pros: 1) year_sold = 2018 2) baths = 5.0 3) comp_price = 1994038  Cons: 1) rooms = 9.0 2) street_name = Arnold 3) latitude = 37.734646000000005 
1482,"1476 Pacific Ave, San Francisco, CA 94109",8 - Nob Hill,8030,2300000,2118103,-181896,Pros: 1) year_sold = 2018 2) latitude = 37.79531 3) comp_price = 1902080  Cons: 1) lot_sf = 926.0 2) beds = 3 3) elevation = 199.04 
1483,"136 Lundys Ln, San Francisco, CA 94110",9 - Bernal Heights,9010,1600000,1320540,-279459,Pros: 1) year_sold = 2018 2) nid = 9010 3) longitude = -122.419266  Cons: 1) lot_sf = 1746.0 2) comp_price = 1533047 3) park_leased = 0 
1484,"257 Crescent Ave, San Francisco, CA 94110",9 - Bernal Heights,9010,1500000,1436117,-63882,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 9010  Cons: 1) comp_price = 1458652 2) baths = 1.0 3) street_name = Crescent 
1485,"229 Elsie St, San Francisco, CA 94110",9 - Bernal Heights,9010,1450000,1173839,-276160,Pros: 1) year_sold = 2018 2) rooms = 3.0 3) nid = 9010  Cons: 1) comp_price = 1199943 2) baths = 1.0 3) lot_sf = 1794.0 
1486,"60 Coleridge St, San Francisco, CA 94110",9 - Bernal Heights,9010,1500000,1638355,138355,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) rooms = 4.0  Cons: 1) lot_sf = 1525.0 2) street_name = Coleridge 3) comp_price = 1564853 
1487,"44 Montclair Ter, San Francisco, CA 94109",8 - Russian Hill,8050,3480000,3238647,-241352,Pros: 1) comp_price = 3403091 2) year_sold = 2018 3) latitude = 37.802417999999996  Cons: 1) street_name = Montclair 2) lot_sf = 2600.0 3) rooms = 6.5 
1488,"315 Holly Park Cir, San Francisco, CA 94110",9 - Bernal Heights,9010,2130000,1577159,-552840,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) view_count = 6  Cons: 1) rooms = 8.0 2) baths = 1.5 3) comp_price = 1557662 
1489,"251 Bonview St, San Francisco, CA 94110",9 - Bernal Heights,9010,2450000,1901127,-548872,Pros: 1) year_sold = 2018 2) comp_price = 1983656 3) baths = 3.0  Cons: 1) lot_sf = 1794.0 2) street_name = Bonview 3) view_count = 1 
1490,"9 Roscoe St, San Francisco, CA 94110",9 - Bernal Heights,9010,1650000,2014641,364641,Pros: 1) comp_price = 2373378 2) year_sold = 2018 3) park_leased = ONST  Cons: 1) lot_sf = 1751.0 2) rooms = 9.0 3) beds = 5 
1491,"1834 Hyde St, San Francisco, CA 94109",8 - Russian Hill,8050,3564875,2320672,-1244202,Pros: 1) comp_price = 2357359 2) year_sold = 2018 3) latitude = 37.79768  Cons: 1) rooms = 9.0 2) street_name = Hyde 3) view_count = 1 
1492,"22 Newman St, San Francisco, CA 94110",9 - Bernal Heights,9010,2060000,1981742,-78257,Pros: 1) year_sold = 2018 2) baths = 5.0 3) comp_price = 1842021  Cons: 1) rooms = 9.0 2) street_name = Newman 3) beds = 4 
1493,"235 Bonview St, San Francisco, CA 94110",9 - Bernal Heights,9010,1925000,1555794,-369205,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 9010  Cons: 1) lot_sf = 1794.0 2) street_name = Bonview 3) comp_price = 1557059 
1494,"451 Oxford St, San Francisco, CA 94134",10 - Portola,10060,1350000,1252177,-97822,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 10060  Cons: 1) comp_price = 997136 2) latitude = 37.724358 3) street_name = Oxford 
1495,"229 Bonview St, San Francisco, CA 94110",9 - Bernal Heights,9010,1715000,1408474,-306525,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) rooms = 3.0  Cons: 1) comp_price = 1363384 2) baths = 1.0 3) lot_sf = 1794.0 
1496,"308 Crescent Ave, San Francisco, CA 94110",9 - Bernal Heights,9010,920000,1287630,367630,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 9010  Cons: 1) comp_price = 1362352 2) baths = 1.0 3) lot_sf = 1750.0 
1497,"2500 Leavenworth St, San Francisco, CA 94133",8 - Russian Hill,8050,2920000,3127104,207104,Pros: 1) comp_price = 3490187 2) year_sold = 2018 3) latitude = 37.804146  Cons: 1) rooms = 8.0 2) street_name = Leavenworth 3) beds = 4 
1498,"414 Cambridge St, San Francisco, CA 94134",10 - Portola,10060,850000,913630,63630,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 10060  Cons: 1) comp_price = 829893 2) baths = 1.0 3) latitude = 37.726185 
1499,"198 Bonview St, San Francisco, CA 94110",9 - Bernal Heights,9010,1625000,1544576,-80423,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 9010  Cons: 1) lot_sf = 1750.0 2) comp_price = 1534766 3) street_name = Bonview 
1500,"161 Elsie St, San Francisco, CA 94110",9 - Bernal Heights,9010,2700000,2112705,-587294,Pros: 1) year_sold = 2018 2) comp_price = 2285208 3) park_leased = ONST  Cons: 1) lot_sf = 1750.0 2) street_name = Elsie 3) latitude = 37.741932 
1501,"70 Prospect Ave, San Francisco, CA 94110",9 - Bernal Heights,9010,1805000,1645173,-159826,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 9010  Cons: 1) lot_sf = 1750.0 2) street_name = Prospect 3) sf = 1350 
1502,"109 Porter St, San Francisco, CA 94110",9 - Bernal Heights,9010,913000,1311707,398707,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) rooms = 4.0  Cons: 1) comp_price = 1151396 2) lot_sf = 1750.0 3) street_name = Porter 
1503,"192 Bonview St, San Francisco, CA 94110",9 - Bernal Heights,9010,2350000,1872423,-477576,Pros: 1) year_sold = 2018 2) comp_price = 1992809 3) baths = 3.0  Cons: 1) lot_sf = 1639.0 2) street_name = Bonview 3) beds = 4 
1504,"2341 Leavenworth St, San Francisco, CA 94133",8 - Russian Hill,8050,4147000,3021362,-1125637,Pros: 1) comp_price = 3121187 2) year_sold = 2018 3) latitude = 37.802597  Cons: 1) rooms = 9.0 2) street_name = Leavenworth 3) beds = 4 
1505,"329 Crescent Ave, San Francisco, CA 94110",9 - Bernal Heights,9010,2200000,1529091,-670908,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 9010  Cons: 1) comp_price = 1446008 2) street_name = Crescent 3) latitude = 37.734955 
1506,"222 Bocana St, San Francisco, CA 94110",9 - Bernal Heights,9010,1810000,1349062,-460937,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 9010  Cons: 1) comp_price = 1342301 2) baths = 1.0 3) lot_sf = 1794.0 
1507,"1337 Felton St, San Francisco, CA 94134",10 - Portola,10060,1084000,1314637,230637,Pros: 1) year_sold = 2018 2) baths = 3.0 3) park_leased = ONST  Cons: 1) comp_price = 1088904 2) latitude = 37.726578 3) lot_sf = 1875.0 
1508,"88 Winfield St, San Francisco, CA 94110",9 - Bernal Heights,9010,1458000,1456339,-1660,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) rooms = 3.0  Cons: 1) comp_price = 1400719 2) baths = 1.0 3) lot_sf = 1751.0 
1509,"864 Silver Ave, San Francisco, CA 94134",10 - Portola,10060,990000,1390997,400997,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 10060  Cons: 1) comp_price = 1326081 2) latitude = 37.728916 3) rooms = 8.0 
1510,"101 Bache, San Francisco, CA 94110",9 - Bernal Heights,9010,1550000,1448543,-101456,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 9010  Cons: 1) comp_price = 1406855 2) lot_sf = 1750.0 3) street_name = Bache 
1511,"72 Winfield St, San Francisco, CA 94110",9 - Bernal Heights,9010,1751000,1604850,-146149,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 9010  Cons: 1) lot_sf = 1751.0 2) comp_price = 1527279 3) street_name = Winfield 
1512,"18 Prospect Ave, San Francisco, CA 94110",9 - Bernal Heights,9010,3700000,3469871,-230128,Pros: 1) comp_price = 4108810 2) year_sold = 2018 3) baths = 3.5  Cons: 1) street_name = Prospect 2) rooms = 7.5 3) beds = 4 
1513,"681 Sweeny St, San Francisco, CA 94134",10 - Portola,10060,1450000,1458824,8824,Pros: 1) year_sold = 2018 2) baths = 3.5 3) park_leased = ONST  Cons: 1) comp_price = 1198854 2) latitude = 37.730286 3) street_name = Sweeny 
1514,"740-742 Francisco St, San Francisco, CA 94133",8 - Russian Hill,8050,2375000,2170313,-204686,Pros: 1) year_sold = 2018 2) latitude = 37.804195 3) comp_price = 1782433  Cons: 1) sf = 1430 2) ds_count = 2 3) street_name = Francisco 
1515,"242 Yale St, San Francisco, CA 94134",10 - Portola,10060,1132500,1358669,226169,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 10060  Cons: 1) comp_price = 1195445 2) latitude = 37.726555 3) street_name = Yale 
1516,"378 Highland Ave, San Francisco, CA 94110",9 - Bernal Heights,9010,1650000,1514956,-135043,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) view_count = 5  Cons: 1) lot_sf = 1646.0 2) rooms = 9.0 3) beds = 5 
1517,"746 Andover St, San Francisco, CA 94110",9 - Bernal Heights,9010,960000,1244016,284016,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) view_count = 6  Cons: 1) comp_price = 1188122 2) baths = 1.0 3) lot_sf = 1750.0 
1518,"53 Elsie St, San Francisco, CA 94110",9 - Bernal Heights,9010,1500000,1428884,-71115,Pros: 1) year_sold = 2018 2) view_count = 6 3) nid = 9010  Cons: 1) comp_price = 1442648 2) lot_sf = 1750.0 3) park_leased = 0 
1519,"1443 Bacon St, San Francisco, CA 94134",10 - Portola,10060,1500000,1809743,309743,Pros: 1) year_sold = 2018 2) baths = 4.0 3) comp_price = 1811499  Cons: 1) latitude = 37.724174 2) rooms = 9.0 3) beds = 5 
1520,"636 Andover St, San Francisco, CA 94110",9 - Bernal Heights,9010,1900000,1670753,-229246,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) baths = 2.5  Cons: 1) street_name = Andover 2) latitude = 37.735783000000005 3) lot_sf = 2500.0 
1521,"172 Precita Ave, San Francisco, CA 94110",9 - Bernal Heights,9010,2915000,2400264,-514735,Pros: 1) comp_price = 2883353 2) year_sold = 2018 3) park_leased = ONST  Cons: 1) rooms = 9.0 2) street_name = Precita 3) beds = 4 
1522,"445 Sunrise Way, San Francisco, CA 94132-3228",10 - Visitacion Valley,10050,575000,965596,390596,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 10050  Cons: 1) comp_price = 849738 2) latitude = 37.709877 3) baths = 1.0 
1523,"234 Andover St, San Francisco, CA 94110",9 - Bernal Heights,9010,1250000,1354014,104014,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 9010  Cons: 1) baths = 1.0 2) lot_sf = 1750.0 3) comp_price = 1521187 
1524,"17 Elsie St, San Francisco, CA 94110",9 - Bernal Heights,9010,1280000,1362257,82257,Pros: 1) year_sold = 2018 2) nid = 9010 3) beds = 2  Cons: 1) comp_price = 1478349 2) lot_sf = 1750.0 3) park_leased = 0 
1525,"150 Andover St, San Francisco, CA 94110",9 - Bernal Heights,9010,1620000,1448870,-171129,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 9010  Cons: 1) lot_sf = 1750.0 2) comp_price = 1517116 3) street_name = Andover 
1526,"704 Moultrie St, San Francisco, CA 94110-6036",9 - Bernal Heights,9010,1100000,1304579,204579,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) rooms = 4.0  Cons: 1) comp_price = 1267009 2) baths = 1.0 3) lot_sf = 1750.0 
1527,"450 Yale St, San Francisco, CA 94134",10 - Portola,10060,1468000,1382105,-85894,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 10060  Cons: 1) comp_price = 1253624 2) latitude = 37.723454 3) street_name = Yale 
1528,"157 Bernard St, San Francisco, CA 94109",8 - Nob Hill,8030,1500000,2080137,580137,Pros: 1) year_sold = 2018 2) comp_price = 2037440 3) latitude = 37.796196  Cons: 1) lot_sf = 1376.0 2) street_name = Bernard 3) view_count = 1 
1529,"560 Moultrie St, San Francisco, CA 94110",9 - Bernal Heights,9010,2140000,1457844,-682155,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 9010  Cons: 1) comp_price = 1464857 2) lot_sf = 1750.0 3) street_name = Moultrie 
1530,"1035 Silver Ave, San Francisco, CA 94134",10 - Portola,10060,1140000,1743983,603983,Pros: 1) year_sold = 2018 2) comp_price = 1924947 3) park_leased = ONST  Cons: 1) rooms = 10.0 2) beds = 5 3) latitude = 37.729040000000005 
1531,"1190 Burrows St, San Francisco, CA 94134",10 - Portola,10060,1289000,1249430,-39569,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 10060  Cons: 1) comp_price = 1094881 2) latitude = 37.72607 3) street_name = Burrows 
1532,"14 University St, San Francisco, CA 94134",10 - Portola,10060,762000,1168700,406700,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 10060  Cons: 1) comp_price = 954383 2) baths = 1.0 3) latitude = 37.730305 
1533,"27 University St, San Francisco, CA 94134",10 - Portola,10060,1185000,1199749,14749,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 10060  Cons: 1) comp_price = 954383 2) baths = 1.25 3) latitude = 37.730076000000004 
1534,"3272 25th St, San Francisco, CA 94110",9 - Inner Mission,9020,1984000,1716219,-267780,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 9020  Cons: 1) lot_sf = 1500.0 2) rooms = 7.0 3) beds = 3 
1535,"579 Anderson St, San Francisco, CA 94110",9 - Bernal Heights,9010,2410000,1749713,-660286,Pros: 1) year_sold = 2018 2) baths = 3.5 3) park_leased = ONST  Cons: 1) lot_sf = 1750.0 2) street_name = Anderson 3) latitude = 37.736298 
1536,"214 Princeton, San Francisco, CA 94134",10 - Portola,10060,1288000,1355753,67753,Pros: 1) year_sold = 2018 2) baths = 3.0 3) park_leased = ONST  Cons: 1) comp_price = 1244857 2) latitude = 37.727077 3) lot_sf = 2060.0 
1537,"111 Hahn St, San Francisco, CA 94134-2711",10 - Visitacion Valley,10050,1100000,1061162,-38837,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 10050  Cons: 1) comp_price = 866205 2) latitude = 37.7133 3) rooms = 9.0 
1538,"488 Anderson St, San Francisco, CA 94110",9 - Bernal Heights,9010,1600000,1643863,43863,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) rooms = 3.0  Cons: 1) baths = 1.0 2) lot_sf = 1751.0 3) street_name = Anderson 
1539,"232 Precita Ave, San Francisco, CA 94110",9 - Bernal Heights,9010,1700000,1762514,62514,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) rooms = 3.0  Cons: 1) baths = 1.0 2) street_name = Precita 3) view_count = 1 
1540,"478 Anderson St, San Francisco, CA 94110",9 - Bernal Heights,9010,2200000,1868700,-331299,Pros: 1) year_sold = 2018 2) baths = 4.0 3) comp_price = 1832004  Cons: 1) lot_sf = 1751.0 2) street_name = Anderson 3) beds = 4 
1541,"1742 Jones St, San Francisco, CA 94109-2111",8 - Russian Hill,8050,4995000,4021147,-973852,Pros: 1) comp_price = 4818940 2) year_sold = 2018 3) latitude = 37.797385999999996  Cons: 1) rooms = 8.0 2) street_name = Jones 3) lot_sf = 2543.0 
1542,"1158 Burrows St, San Francisco, CA 94134",10 - Portola,10060,1400000,1315121,-84878,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 10060  Cons: 1) comp_price = 1188163 2) latitude = 37.726208 3) street_name = Burrows 
1543,"584 Leland Ave, San Francisco, CA 94134",10 - Visitacion Valley,10050,888000,1001447,113447,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 10050  Cons: 1) comp_price = 825829 2) latitude = 37.714690000000004 3) street_name = Leland 
1544,"401 Anderson St, San Francisco, CA 94110",9 - Bernal Heights,9010,1330000,1159567,-170432,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) rooms = 4.0  Cons: 1) comp_price = 1032216 2) baths = 1.0 3) lot_sf = 1751.0 
1545,"204 Anderson St, San Francisco, CA 94110",9 - Bernal Heights,9010,1680000,1881815,201815,Pros: 1) year_sold = 2018 2) comp_price = 2038045 3) park_leased = ONST  Cons: 1) lot_sf = 1746.0 2) street_name = Anderson 3) view_count = 1 
1546,"136 Anderson St, San Francisco, CA 94110",9 - Bernal Heights,9010,1150000,1147176,-2823,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 9010  Cons: 1) comp_price = 1127156 2) baths = 1.0 3) lot_sf = 1750.0 
1547,"136 Anderson St, San Francisco, CA 94110",9 - Bernal Heights,9010,1434000,1269946,-164053,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 9010  Cons: 1) comp_price = 1127156 2) lot_sf = 1750.0 3) street_name = Anderson 
1548,"1061 Shotwell St, San Francisco, CA 94110",9 - Inner Mission,9020,2150000,2149171,-828,Pros: 1) comp_price = 2422936 2) year_sold = 2018 3) park_leased = ONST  Cons: 1) street_name = Shotwell 2) baths = 1.5 3) rooms = 7.0 
1549,"70 Anderson St, San Francisco, CA 94110",9 - Bernal Heights,9010,2075000,1610408,-464591,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) comp_price = 1711953  Cons: 1) lot_sf = 1746.0 2) street_name = Anderson 3) rooms = 7.0 
1550,"556 Leland Ave, San Francisco, CA 94134",10 - Visitacion Valley,10050,698000,951927,253927,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 10050  Cons: 1) comp_price = 751355 2) latitude = 37.714603000000004 3) baths = 1.0 
1551,"1336 Shotwell St, San Francisco, CA 94110",9 - Bernal Heights,9010,1480000,1676688,196688,Pros: 1) year_sold = 2018 2) comp_price = 1979745 3) park_leased = ONST  Cons: 1) lot_sf = 1220.0 2) beds = 6 3) rooms = 9.0 
1552,"380 Princeton St, San Francisco, CA 94134",10 - Portola,10060,1120000,1040046,-79953,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 10060  Cons: 1) comp_price = 940773 2) baths = 1.0 3) latitude = 37.724926 
1553,"444 Sawyer St, San Francisco, CA 94134",10 - Visitacion Valley,10050,820000,1021130,201130,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 10050  Cons: 1) comp_price = 805570 2) latitude = 37.71252 3) street_name = Sawyer 
1554,"497 Ellsworth St, San Francisco, CA 94110",9 - Bernal Heights,9010,1090000,956224,-133775,Pros: 1) year_sold = 2018 2) rooms = 2.0 3) park_leased = ONST  Cons: 1) comp_price = 595744 2) baths = 1.0 3) lot_sf = 1750.0 
1555,"555 Argonaut, San Francisco, CA 94134",10 - Visitacion Valley,10050,820800,950995,130195,Pros: 1) year_sold = 2018 2) baths = 3.0 3) park_leased = ONST  Cons: 1) comp_price = 776478 2) latitude = 37.70898 3) lot_sf = 1372.0 
1556,"172 University St, San Francisco, CA 94134",10 - Portola,10060,1625000,1687375,62375,Pros: 1) year_sold = 2018 2) lot_sf = 6716.0 3) park_leased = ONST  Cons: 1) comp_price = 1192988 2) latitude = 37.72782 3) street_name = University 
1557,"1023 Vallejo St, San Francisco, CA 94133",8 - Russian Hill,8050,5200000,4209246,-990753,Pros: 1) comp_price = 4741836 2) year_sold = 2018 3) baths = 5.0  Cons: 1) rooms = 8.0 2) view_count = 1 3) street_name = Vallejo 
1558,"2534 Folsom St, San Francisco, CA 94110",9 - Inner Mission,9020,3225000,3104632,-120367,Pros: 1) comp_price = 3437563 2) year_sold = 2018 3) lot_sf = 4896.0  Cons: 1) street_name = Folsom 2) view_count = 1 3) ds_count = 2 
1559,"406 Sawyer St, San Francisco, CA 94134",10 - Visitacion Valley,10050,820000,1040186,220186,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 10050  Cons: 1) comp_price = 785771 2) latitude = 37.71304 3) street_name = Sawyer 
1560,"264 Precita Ave, San Francisco, CA 94110",9 - Bernal Heights,9010,2200000,2143244,-56755,Pros: 1) comp_price = 2363053 2) year_sold = 2018 3) baths = 3.5  Cons: 1) rooms = 9.0 2) lot_sf = 1875.0 3) street_name = Precita 
1561,"219 Velasco Ave, San Francisco, CA 94134",10 - Visitacion Valley,10050,1065000,1174628,109628,Pros: 1) year_sold = 2018 2) baths = 3.0 3) park_leased = ONST  Cons: 1) comp_price = 1110570 2) latitude = 37.708565 3) rooms = 9.0 
1562,"70 Ellsworth St, San Francisco, CA 94110",9 - Bernal Heights,9010,1670000,1631760,-38239,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) rooms = 3.5  Cons: 1) lot_sf = 1750.0 2) street_name = Ellsworth 3) baths = 1.5 
1563,"730 Gates St, San Francisco, CA 94110",9 - Bernal Heights,9010,1620000,1397698,-222301,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) baths = 2.5  Cons: 1) comp_price = 1266190 2) lot_sf = 1750.0 3) street_name = Gates 
1564,"78 Manchester St, San Francisco, CA 94110",9 - Bernal Heights,9010,1850000,1654663,-195336,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) comp_price = 1735028  Cons: 1) lot_sf = 2000.0 2) street_name = Manchester 3) beds = 4 
1565,"8 Phoenix Ter, San Francisco, CA 94133",8 - Nob Hill,8030,1335008,2149963,814955,Pros: 1) comp_price = 2457781 2) year_sold = 2018 3) latitude = 37.795646999999995  Cons: 1) lot_sf = 1441.0 2) baths = 1.0 3) park_leased = 0 
1566,"1316 Sunnydale Ave, San Francisco, CA 94134",10 - Visitacion Valley,10050,900000,869330,-30669,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 10050  Cons: 1) comp_price = 764066 2) latitude = 37.711384 3) baths = 1.0 
1567,"231 Gates St, San Francisco, CA 94110",9 - Bernal Heights,9010,1300000,1185198,-114801,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) nid = 9010  Cons: 1) comp_price = 1100318 2) baths = 1.0 3) lot_sf = 1750.0 
1568,"1285 Sunnydale Ave, San Francisco, CA 94134",10 - Visitacion Valley,10050,715000,926201,211201,Pros: 1) year_sold = 2018 2) baths = 3.0 3) park_leased = ONST  Cons: 1) comp_price = 713121 2) latitude = 37.7113 3) lot_sf = 1425.0 
1569,"111 Gates St, San Francisco, CA 94110",9 - Bernal Heights,9010,1000000,1480920,480920,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) view_count = 5  Cons: 1) comp_price = 1381075 2) lot_sf = 1746.0 3) street_name = Gates 
